NONE_1	L_NONE_1
Vipj	L_GE_VERBE_IMPERSONNEL_PHR_PRINCIPALE_INDICATIF/KONJUNKTIF
Visj	L_GE_VERBE_IMPERSONNEL_PHR_SUBORDONNEE_INDICATIF/KONJUNKTIF
Vitj	L_GE_VERBE_IMPERSONNEL_PHR_INTERROG_TOTALE_INDICATIF/KONJUNKTIF
Viwj	L_GE_VERBE_IMPERSONNEL_PHR_INTERROG_WH_INDICATIF/KONJUNKTIF
Vm-2	L_GE_VERBE_MODAL_IMPERATIF_2E_PERSONNE_SG/PL
Vm-3	L_GE_VERBE_MODAL_IMPERATIF_1E/3E_PERSONNE_PL
Vm-n	L_GE_VERBE_MODAL_INFINITIF
Vm-r	L_GE_VERBE_MODAL_PARTICIPE_PRESENT
Vm-s	L_GE_VERBE_MODAL_PARTICIPE_PASSE
Vm-z	L_GE_VERBE_MODAL_INFINITIF_AVEC_ZU
Vmpj	L_GE_VERBE_MODAL_PHR_PRINCIPALE_INDICATIF/KONJUNKTIF
Vmsj	L_GE_VERBE_MODAL_PHR_SUBORDONNEE_INDICATIF/KONJUNKTIF
Vmtj	L_GE_VERBE_MODAL_PHR_INTERROG_TOTALE_INDICATIF/KONJUNKTIF
Vmwj	L_GE_VERBE_MODAL_PHR_INTERROG_WH_INDICATIF/KONJUNKTIF
Vp-2	L_GE_VERBE_PRINCIPAL_IMPERATIF_2E_PERSONNE_SG/PL
Vp-3	L_GE_VERBE_PRINCIPAL_IMPERATIF_1E/3E_PERSONNE_PL
Vp-i	L_GE_VERBE_PRINCIPAL_INFINITIF_AVEC_ZU_INCORPORE
Vp-n	L_GE_VERBE_PRINCIPAL_INFINITIF
Vp-r	L_GE_VERBE_PRINCIPAL_PARTICIPE_PRESENT
Vp-s	L_GE_VERBE_PRINCIPAL_PARTICIPE_PASSE
Vp-z	L_GE_VERBE_PRINCIPAL_INFINITIF_AVEC_ZU
Vpc-	L_GE_VERBE_PRINCIPAL_DANS_MOT_COMPOSE
Vppj	L_GE_VERBE_PRINCIPAL_PHR_PRINCIPALE_INDICATIF/KONJUNKTIF
Vpsj	L_GE_VERBE_PRINCIPAL_PHR_SUBORDONNEE_INDICATIF/KONJUNKTIF
Vptj	L_GE_VERBE_PRINCIPAL_PHR_INTERROG_TOTALE_INDICATIF/KONJUNKTIF
Vpwj	L_GE_VERBE_PRINCIPAL_PHR_INTERROG_WH_INDICATIF/KONJUNKTIF
Vs-2	L_GE_VERBE_DE_COPULE_AVEC_ALS_IMPERATIF_2E_PERSONNE_SG/PL
Vs-3	L_GE_VERBE_DE_COPULE_AVEC_ALS_IMPERATIF_1E/3E_PERSONNE_PL
Vs-i	L_GE_VERBE_DE_COPULE_AVEC_ALS_INFINITIF_AVEC_ZU_INCORPORE
Vs-n	L_GE_VERBE_DE_COPULE_AVEC_ALS_INFINITIF
Vs-r	L_GE_VERBE_DE_COPULE_AVEC_ALS_PARTICIPE_PRESENT
Vs-s	L_GE_VERBE_DE_COPULE_AVEC_ALS_PARTICIPE_PASSE
Vs-z	L_GE_VERBE_DE_COPULE_AVEC_ALS_INFINITIF_AVEC_ZU
Vspj	L_GE_VERBE_DE_COPULE_AVEC_ALS_PHR_PRINCIPALE_INDICATIF/KONJUNKTIF
Vssj	L_GE_VERBE_DE_COPULE_AVEC_ALS_PHR_SUBORDONNEE_INDICATIF/KONJUNKTIF
Vstj	L_GE_VERBE_DE_COPULE_AVEC_ALS_PHR_INTERROG_TOTALE_INDICATIF/KONJUNKTIF
Vswj	L_GE_VERBE_DE_COPULE_AVEC_ALS_PHR_INTERROG_WH_INDICATIF/KONJUNKTIF
Vt-2	L_GE_VERBE_AUXILIAIRE_TEMPS_IMPERATIF_2E_PERSONNE_SG/PL
Vt-3	L_GE_VERBE_AUXILIAIRE_TEMPS_IMPERATIF_1E/3E_PERSONNE_PL
Vt-n	L_GE_VERBE_AUXILIAIRE_TEMPS_INFINITIF
Vt-r	L_GE_VERBE_AUXILIAIRE_TEMPS_PARTICIPE_PRESENT
Vt-s	L_GE_VERBE_AUXILIAIRE_TEMPS_PARTICIPE_PASSE
Vt-z	L_GE_VERBE_AUXILIAIRE_TEMPS_INFINITIF_AVEC_ZU
Vtpj	L_GE_VERBE_AUXILIAIRE_TEMPS_PHR_PRINCIPALE_INDICATIF/KONJUNKTIF
Vtsj	L_GE_VERBE_AUXILIAIRE_TEMPS_PHR_SUBORDONNEE_INDICATIF/KONJUNKTIF
Vttj	L_GE_VERBE_AUXILIAIRE_TEMPS_PHR_INTERROG_TOTALE_INDICATIF/KONJUNKTIF
Vtwj	L_GE_VERBE_AUXILIAIRE_TEMPS_PHR_INTERROG_WH_INDICATIF/KONJUNKTIF
RC1	L_GE_ADVERBE_DANS_MOT_COMPOSE_POSITION_INITIALE
RC2	L_GE_ADVERBE_DANS_MOT_COMPOSE_POSITION_INTERMEDIAIRE
RC3	L_GE_ADVERBE_DANS_MOT_COMPOSE_POSITION_FINALE
Rc-	L_GE_ADVERBE_COMPARAISON_APRES_CONJ_COORD
Rck	L_GE_ADVERBE_COMPARAISON_APRES_CONJ_COORD_COMPARATIF
Rco	L_GE_ADVERBE_COMPARAISON_APRES_CONJ_COORD_POSITIF
Rcs	L_GE_ADVERBE_COMPARAISON_APRES_CONJ_COORD_SUPERLATIF
Ri-	L_GE_ADVERBE_INFINITIF
Rik	L_GE_ADVERBE_INFINITIF_COMPARATIF
Rio	L_GE_ADVERBE_INFINITIF_POSITIF
Ris	L_GE_ADVERBE_INFINITIF_SUPERLATIF
Rn-	L_GE_ADVERBE_INTERIEUR_A_GN
Rnk	L_GE_ADVERBE_INTERIEUR_A_GN_COMPARATIF
Rno	L_GE_ADVERBE_INTERIEUR_A_GN_POSITIF
Rns	L_GE_ADVERBE_INTERIEUR_A_GN_SUPERLATIF
Ro-	L_GE_ADVERBE_INTERROG_TOTALE
Rok	L_GE_ADVERBE_INTERROG_TOTALE_COMPARATIF
Roo	L_GE_ADVERBE_INTERROG_TOTALE_POSITIF
Ros	L_GE_ADVERBE_INTERROG_TOTALE_SUPERLATIF
Rp-	L_GE_ADVERBE_PHR_PRINCIPALE
Rpk	L_GE_ADVERBE_PHR_PRINCIPALE_COMPARATIF
Rpo	L_GE_ADVERBE_PHR_PRINCIPALE_POSITIF
Rps	L_GE_ADVERBE_PHR_PRINCIPALE_SUPERLATIF
Rr-	L_GE_ADVERBE_PARTICIPE
Rrk	L_GE_ADVERBE_PARTICIPE_COMPARATIF
Rro	L_GE_ADVERBE_PARTICIPE_POSITIF
Rrs	L_GE_ADVERBE_PARTICIPE_SUPERLATIF
Rs-	L_GE_ADVERBE_PHR_SUBORDONNEE
Rsk	L_GE_ADVERBE_PHR_SUBORDONNEE_COMPARATIF
Rso	L_GE_ADVERBE_PHR_SUBORDONNEE_POSITIF
Rss	L_GE_ADVERBE_PHR_SUBORDONNEE_SUPERLATIF
Rw-	L_GE_ADVERBE_INTERROG_WH
Rwk	L_GE_ADVERBE_INTERROG_WH_COMPARATIF
Rwo	L_GE_ADVERBE_INTERROG_WH_POSITIF
Rws	L_GE_ADVERBE_INTERROG_WH_SUPERLATIF
Rx-	L_GE_ADVERBE_EXTRAPOSE
Rxk	L_GE_ADVERBE_EXTRAPOSE_COMPARATIF
Rxo	L_GE_ADVERBE_EXTRAPOSE_POSITIF
Rxs	L_GE_ADVERBE_EXTRAPOSE_SUPERLATIF
Sc21	L_GE_CIRCUMPOSITION_AVEC_GENITIF_1E_PARTIE
Sc22	L_GE_CIRCUMPOSITION_AVEC_GENITIF_2E_PARTIE
Sc31	L_GE_CIRCUMPOSITION_AVEC_DATIF_1E_PARTIE
Sc32	L_GE_CIRCUMPOSITION_AVEC_DATIF_2E_PARTIE
Sc41	L_GE_CIRCUMPOSITION_AVEC_ACCUSATIF_1E_PARTIE
Sc42	L_GE_CIRCUMPOSITION_AVEC_ACCUSATIF_2E_PARTIE
Sd3-	L_GE_PREPOSITION_PLUS_DETERMINANT_AVEC_DATIF
Sd4-	L_GE_PREPOSITION_PLUS_DETERMINANT_AVEC_ACCUSATIF
Se-a	L_GE_PREPOSITION_DEVANT_EXPR_ADV
Se2d	L_GE_PREPOSITION_AVEC_GENITIF_DEVANT_DET_GN
Se2n	L_GE_PREPOSITION_AVEC_GENITIF_DEVANT_GN_SANS_DET
Se3d	L_GE_PREPOSITION_AVEC_DATIF_DEVANT_DET_GN
Se3n	L_GE_PREPOSITION_AVEC_DATIF_DEVANT_GN_SANS_DET
Se4d	L_GE_PREPOSITION_AVEC_ACCUSATIF_DEVANT_DET_GN
Se4n	L_GE_PREPOSITION_AVEC_ACCUSATIF_DEVANT_GN_SANS_DET
Sg--	L_GE_PREPOSITION_TRADUISANT_GENITIF_DE_BASE
So2-	L_GE_POSTPOSITION_AVEC_GENITIF
So3-	L_GE_POSTPOSITION_AVEC_DATIF
So4-	L_GE_POSTPOSITION_AVEC_ACCUSATIF
Sp--	L_GE_PREPOSITION_AGENT_PASSIF
Sr--	L_GE_PREPOSITION_PARTIE_D'UN_NP
Ss--	L_GE_PREPOSITION_DEVANT_GROUPE_ADV_SUPERLATIF
St--	L_GE_PREPOSITION_DANS_EXPR_TEMP
Cc	L_GE_CONJONCTION_COORD_PHRASES
Cg	L_GE_CONJONCTION_COORD_GROUPES
Ci	L_GE_CONJONCTION_DEVANT_INFIN_AVEC_ZU
Cs	L_GE_CONJONCTION_SUBORD
Fb	L_GE_PONCTUATION_FAIBLE
Fe	L_GE_PONCTUATION_MISE_EN_EVIDENCE
Fm	L_GE_PONCTUATION_MORPHOLOGIQUE
Fp	L_GE_PONCTUATION_PARENTHESE
Ft	L_GE_PONCTUATION_FORTE
I	L_GE_INTERJECTION
Ee-	L_GE_DIVERS
Epg	L_GE_DIVERS_PARTICULE_GENERALE
Epn	L_GE_DIVERS_PARTICULE_DE_NEGATION
Epv	L_GE_DIVERS_PARTICULE_VERBALE_SEPAREE
